,loss,recall_2,val_loss,val_recall_2
0,4.448757648468018,0.6313830614089966,4.678948879241943,0.5889999866485596
1,4.201754093170166,0.6582528948783875,4.6492919921875,0.6140000224113464
2,4.17911958694458,0.6522042751312256,4.630479335784912,0.6159999966621399
3,4.162292957305908,0.6576712727546692,4.643939018249512,0.6010000109672546
4,4.158985137939453,0.6589508056640625,4.668821811676025,0.6100000143051147
5,4.148498058319092,0.6668605208396912,4.634172439575195,0.6150000095367432
6,4.131921768188477,0.6723275780677795,4.654390335083008,0.593999981880188
7,4.103668689727783,0.6798883080482483,4.666428565979004,0.609000027179718
8,4.058380126953125,0.6993137001991272,4.709029197692871,0.5839999914169312
9,4.009060859680176,0.7089682221412659,4.718500137329102,0.5920000076293945
