,loss,recall,val_loss,val_recall
0,3.190908193588257,0.5149165391921997,3.258124589920044,0.5252341032028198
1,3.145589828491211,0.5243873596191406,3.265864849090576,0.5252341032028198
2,3.1303513050079346,0.527169406414032,3.2682909965515137,0.5176898837089539
3,3.0863888263702393,0.5432993769645691,3.3018572330474854,0.5085847973823547
4,3.0136871337890625,0.574227511882782,3.3477611541748047,0.4841311275959015
5,2.9442451000213623,0.598526120185852,3.4141294956207275,0.4646201729774475
6,2.8840301036834717,0.6187403798103333,3.4880964756011963,0.4516128897666931
7,2.8358781337738037,0.635728657245636,3.523433208465576,0.4677419364452362
8,2.791604518890381,0.6485438346862793,3.6074140071868896,0.44432881474494934
9,2.7548041343688965,0.6588729619979858,3.6125292778015137,0.42793965339660645
